Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
Premium,15,27-10-2022,02-07-2023,Spain,36,Female,Tablet,1 Month
Standard,14,29-10-2022,02-07-2023,Spain,42,Female,Tablet,1 Month
Basic,15,05-11-2022,02-07-2023,United States,28,Female,Smart TV,1 Month
Standard,15,07-11-2022,02-07-2023,Canada,43,Male,Tablet,1 Month
Premium,10,08-11-2022,02-07-2023,United States,50,Female,Laptop,1 Month
Basic,15,09-11-2022,01-07-2023,United States,30,Female,Tablet,1 Month
Premium,10,10-11-2022,03-07-2023,Canada,34,Female,Laptop,1 Month
Standard,13,02-11-2022,03-07-2023,United Kingdom,35,Female,Laptop,1 Month
Basic,11,31-10-2022,02-07-2023,Australia,29,Male,Tablet,1 Month
Standard,15,29-10-2022,02-07-2023,Germany,33,Male,Smart TV,1 Month
Premium,12,22-10-2022,03-07-2023,France,47,Male,Laptop,1 Month
Basic,14,20-10-2022,02-07-2023,Brazil,32,Female,Tablet,1 Month
Standard,15,21-10-2022,04-07-2023,Mexico,34,Female,Tablet,1 Month
Premium,13,10-10-2022,02-07-2023,Spain,46,Male,Smart TV,1 Month
Basic,15,06-09-2022,03-07-2023,Italy,31,Male,Tablet,1 Month
Premium,12,06-09-2022,03-07-2023,Spain,40,Female,Tablet,1 Month
Basic,11,13-08-2022,03-07-2023,Spain,38,Female,Tablet,1 Month
Standard,11,13-08-2022,01-07-2023,United States,31,Male,Smart TV,1 Month
Standard,12,13-08-2022,02-07-2023,Canada,46,Female,Smartphone,1 Month
Basic,11,06-08-2022,03-07-2023,United States,43,Male,Smart TV,1 Month
Premium,15,06-08-2022,03-07-2023,United States,38,Female,Laptop,1 Month
Basic,15,22-07-2022,30-06-2023,Canada,38,Female,Laptop,1 Month
Standard,14,17-07-2022,02-07-2023,United Kingdom,27,Male,Laptop,1 Month
Premium,12,09-07-2022,02-07-2023,Australia,49,Female,Tablet,1 Month
Basic,11,04-07-2022,03-07-2023,Germany,33,Male,Smartphone,1 Month
Premium,10,27-06-2022,30-06-2023,France,40,Female,Smartphone,1 Month
Basic,13,28-06-2022,02-07-2023,Brazil,27,Male,Tablet,1 Month
Standard,12,28-06-2022,02-07-2023,Mexico,28,Female,Laptop,1 Month
Standard,10,29-06-2022,03-07-2023,Spain,30,Male,Smartphone,1 Month
Basic,10,29-06-2022,30-06-2023,Italy,33,Female,Smartphone,1 Month
Premium,15,26-06-2022,01-07-2023,Spain,51,Female,Tablet,1 Month
Basic,11,26-06-2022,03-07-2023,Spain,51,Male,Tablet,1 Month
Standard,10,26-06-2022,02-07-2023,United States,50,Female,Smartphone,1 Month
Premium,14,24-06-2022,30-06-2023,Canada,46,Female,Tablet,1 Month
Basic,14,25-06-2022,02-07-2023,United States,31,Male,Smart TV,1 Month
Premium,12,20-06-2022,03-07-2023,United States,46,Female,Smartphone,1 Month
Basic,15,21-06-2022,02-07-2023,Canada,41,Male,Smart TV,1 Month
Standard,12,20-06-2022,02-07-2023,United Kingdom,36,Male,Smartphone,1 Month
Standard,10,22-06-2022,02-07-2023,Australia,45,Female,Tablet,1 Month
Basic,10,24-06-2022,03-07-2023,Germany,36,Male,Smartphone,1 Month
Premium,15,30-06-2022,02-07-2023,France,28,Male,Smartphone,1 Month
Basic,13,03-07-2022,02-07-2023,Brazil,45,Female,Smartphone,1 Month
Standard,10,04-07-2022,02-07-2023,Mexico,39,Female,Smartphone,1 Month
Premium,13,08-07-2022,02-07-2023,Spain,51,Female,Laptop,1 Month
Basic,10,19-07-2022,01-07-2023,Italy,37,Male,Laptop,1 Month
Premium,11,21-07-2022,01-07-2023,Spain,33,Female,Tablet,1 Month
Basic,15,27-07-2022,03-07-2023,Spain,32,Female,Smartphone,1 Month
Standard,14,02-08-2022,01-07-2023,United States,49,Female,Tablet,1 Month
Standard,10,09-08-2022,03-07-2023,Canada,37,Female,Smart TV,1 Month
Basic,15,21-08-2022,01-07-2023,United States,39,Male,Tablet,1 Month
Premium,14,29-08-2022,04-07-2023,United States,37,Male,Smart TV,1 Month
Basic,15,31-08-2022,01-07-2023,Canada,36,Female,Smart TV,1 Month
Standard,10,02-09-2022,03-07-2023,United Kingdom,34,Male,Laptop,1 Month
Premium,13,04-09-2022,01-07-2023,Australia,51,Female,Smartphone,1 Month
Basic,13,05-09-2022,04-07-2023,Germany,41,Female,Tablet,1 Month
Premium,13,10-09-2022,01-07-2023,France,51,Male,Smart TV,1 Month
Basic,15,13-09-2022,03-07-2023,Brazil,31,Female,Tablet,1 Month
Standard,13,20-09-2022,01-07-2023,Mexico,44,Male,Laptop,1 Month
Standard,15,01-10-2022,03-07-2023,Spain,50,Male,Smart TV,1 Month
Basic,14,03-10-2022,01-07-2023,Italy,33,Male,Laptop,1 Month
Premium,11,06-10-2022,04-07-2023,Spain,44,Female,Laptop,1 Month
Basic,15,08-10-2022,01-07-2023,Spain,42,Female,Tablet,1 Month
Standard,13,09-10-2022,03-07-2023,United States,35,Male,Smart TV,1 Month
Premium,12,10-10-2022,02-07-2023,Canada,48,Male,Smartphone,1 Month
Basic,13,10-10-2022,04-07-2023,United States,51,Female,Smartphone,1 Month
Basic,15,12-10-2022,01-07-2023,United States,44,Female,Smart TV,1 Month
Basic,11,14-10-2022,02-07-2023,Canada,37,Female,Smartphone,1 Month
Standard,15,15-10-2022,02-07-2023,United Kingdom,35,Female,Laptop,1 Month
Premium,11,17-10-2022,03-07-2023,Australia,32,Male,Laptop,1 Month
Basic,15,19-10-2022,02-07-2023,Germany,46,Female,Tablet,1 Month
Basic,14,25-10-2022,02-07-2023,France,39,Female,Laptop,1 Month
Premium,11,26-10-2022,02-07-2023,Brazil,33,Female,Tablet,1 Month
Standard,10,05-11-2022,03-07-2023,Mexico,42,Male,Tablet,1 Month
Standard,14,07-11-2022,03-07-2023,Spain,37,Female,Smartphone,1 Month
Basic,14,08-11-2022,03-07-2023,Italy,27,Female,Smart TV,1 Month
Premium,14,09-11-2022,02-07-2023,Spain,34,Female,Laptop,1 Month
Standard,13,06-11-2022,03-07-2023,Spain,51,Male,Laptop,1 Month
Basic,12,04-11-2022,03-07-2023,United States,42,Male,Laptop,1 Month
Standard,13,03-11-2022,05-07-2023,Canada,46,Female,Smart TV,1 Month
Premium,13,23-10-2022,02-07-2023,United States,36,Male,Laptop,1 Month
Basic,14,24-10-2022,04-07-2023,United States,46,Male,Smartphone,1 Month
Premium,13,23-10-2022,04-07-2023,Canada,51,Male,Smart TV,1 Month
Standard,12,21-10-2022,04-07-2023,United Kingdom,45,Female,Smartphone,1 Month
Basic,14,11-09-2022,02-07-2023,Australia,33,Male,Smartphone,1 Month
Standard,10,09-09-2022,03-07-2023,Germany,31,Female,Smart TV,1 Month
Premium,12,22-08-2022,03-07-2023,France,48,Female,Smart TV,1 Month
Basic,13,21-08-2022,04-07-2023,Brazil,47,Female,Laptop,1 Month
Standard,13,15-08-2022,01-07-2023,Mexico,43,Male,Smart TV,1 Month
Premium,14,14-08-2022,03-07-2023,Spain,39,Male,Tablet,1 Month
Basic,11,09-08-2022,03-07-2023,Italy,46,Male,Smart TV,1 Month
Premium,12,04-08-2022,04-07-2023,Spain,46,Female,Smartphone,1 Month
Basic,11,27-07-2022,01-07-2023,Spain,40,Female,Tablet,1 Month
Standard,12,11-07-2022,02-07-2023,United States,38,Male,Smartphone,1 Month
Standard,13,09-07-2022,03-07-2023,Canada,48,Female,Tablet,1 Month
Basic,15,01-07-2022,03-07-2023,United States,38,Male,Tablet,1 Month
Premium,12,30-06-2022,01-07-2023,United States,43,Male,Laptop,1 Month
Basic,11,29-06-2022,02-07-2023,Canada,29,Male,Smartphone,1 Month
Standard,15,29-06-2022,03-07-2023,United Kingdom,32,Female,Laptop,1 Month
Premium,10,30-06-2022,03-07-2023,Australia,32,Female,Laptop,1 Month
Basic,10,30-06-2022,30-06-2023,Germany,49,Female,Laptop,1 Month
Premium,14,26-06-2022,02-07-2023,France,51,Female,Laptop,1 Month
Basic,14,27-06-2022,03-07-2023,Brazil,32,Male,Smart TV,1 Month
Standard,12,25-06-2022,02-07-2023,Mexico,35,Female,Smart TV,1 Month
Standard,15,25-06-2022,01-07-2023,Spain,41,Male,Laptop,1 Month
Basic,12,20-06-2022,03-07-2023,Italy,43,Female,Smart TV,1 Month
Premium,12,21-06-2022,03-07-2023,Spain,41,Male,Smartphone,1 Month
Basic,10,21-06-2022,02-07-2023,Spain,51,Male,Smart TV,1 Month
Standard,13,22-06-2022,03-07-2023,United States,47,Female,Smart TV,1 Month
Premium,15,23-06-2022,02-07-2023,Canada,39,Male,Smart TV,1 Month
Basic,15,27-06-2022,03-07-2023,United States,51,Male,Smartphone,1 Month
Premium,13,02-07-2022,02-07-2023,United States,39,Female,Tablet,1 Month
Basic,12,03-07-2022,02-07-2023,Canada,45,Male,Tablet,1 Month
Standard,13,05-07-2022,02-07-2023,United Kingdom,42,Male,Laptop,1 Month
Standard,13,15-07-2022,02-07-2023,Australia,48,Male,Smartphone,1 Month
Basic,11,20-07-2022,02-07-2023,Germany,33,Male,Smart TV,1 Month
Premium,14,27-07-2022,02-07-2023,France,47,Female,Smartphone,1 Month
Basic,11,29-07-2022,04-07-2023,Brazil,51,Female,Smart TV,1 Month
Standard,11,03-08-2022,01-07-2023,Mexico,27,Male,Smartphone,1 Month
Premium,11,18-08-2022,04-07-2023,Spain,44,Female,Laptop,1 Month
Basic,12,23-08-2022,02-07-2023,Italy,41,Male,Laptop,1 Month
Premium,11,27-08-2022,05-07-2023,Spain,37,Male,Smart TV,1 Month
Basic,15,01-09-2022,02-07-2023,Spain,48,Male,Tablet,1 Month
Standard,12,03-09-2022,04-07-2023,United States,30,Male,Smart TV,1 Month
Standard,14,05-09-2022,02-07-2023,Canada,44,Female,Smartphone,1 Month
Basic,14,09-09-2022,04-07-2023,United States,34,Female,Smart TV,1 Month
Premium,15,11-09-2022,01-07-2023,United States,40,Female,Laptop,1 Month
Basic,14,17-09-2022,04-07-2023,Canada,28,Female,Smartphone,1 Month
Standard,15,19-09-2022,02-07-2023,United Kingdom,44,Female,Tablet,1 Month
Premium,13,28-09-2022,03-07-2023,Australia,38,Female,Laptop,1 Month
Basic,14,06-10-2022,02-07-2023,Germany,49,Male,Smart TV,1 Month
Premium,13,07-10-2022,05-07-2023,France,32,Female,Smart TV,1 Month
Basic,14,09-10-2022,01-07-2023,Brazil,47,Female,Smart TV,1 Month
Standard,10,10-10-2022,03-07-2023,Mexico,44,Male,Tablet,1 Month
Standard,12,11-10-2022,03-07-2023,Spain,33,Male,Smartphone,1 Month
Basic,15,12-10-2022,04-07-2023,Italy,32,Male,Laptop,1 Month
Premium,12,13-10-2022,01-07-2023,Spain,27,Female,Smartphone,1 Month
Basic,11,14-10-2022,03-07-2023,Spain,37,Male,Laptop,1 Month
Standard,14,16-10-2022,03-07-2023,United States,34,Male,Tablet,1 Month
Premium,15,19-10-2022,04-07-2023,Canada,40,Male,Smart TV,1 Month
Basic,12,23-10-2022,02-07-2023,United States,45,Female,Smart TV,1 Month
Basic,13,24-10-2022,03-07-2023,United States,29,Female,Tablet,1 Month
Basic,14,25-10-2022,03-07-2023,Canada,35,Male,Smart TV,1 Month
Standard,10,01-11-2022,04-07-2023,United Kingdom,38,Female,Laptop,1 Month
Premium,11,02-11-2022,04-07-2023,Australia,48,Female,Smart TV,1 Month
Basic,12,04-11-2022,06-07-2023,Germany,36,Male,Smartphone,1 Month
Basic,10,06-11-2022,03-07-2023,France,41,Male,Smart TV,1 Month
Premium,15,06-11-2022,03-07-2023,Brazil,27,Male,Smart TV,1 Month
Standard,12,04-11-2022,04-07-2023,Mexico,41,Male,Smart TV,1 Month
Standard,13,30-10-2022,05-07-2023,Spain,42,Male,Laptop,1 Month
Basic,12,27-10-2022,03-07-2023,Italy,40,Female,Laptop,1 Month
Premium,13,23-10-2022,04-07-2023,Spain,32,Male,Smart TV,1 Month
Standard,12,23-10-2022,04-07-2023,Spain,33,Male,Smart TV,1 Month
Basic,11,24-09-2022,04-07-2023,United States,34,Male,Smartphone,1 Month
Standard,11,22-09-2022,02-07-2023,Canada,29,Male,Tablet,1 Month
Premium,14,06-09-2022,03-07-2023,United States,50,Male,Smart TV,1 Month
Basic,10,23-08-2022,04-07-2023,United States,29,Female,Laptop,1 Month
Premium,13,21-08-2022,04-07-2023,Canada,40,Female,Tablet,1 Month
Standard,10,16-08-2022,02-07-2023,United Kingdom,27,Male,Smart TV,1 Month
Basic,10,09-08-2022,03-07-2023,Australia,51,Female,Smartphone,1 Month
Standard,13,04-08-2022,03-07-2023,Germany,41,Female,Laptop,1 Month
Premium,15,28-07-2022,04-07-2023,France,28,Female,Tablet,1 Month
Basic,12,12-07-2022,01-07-2023,Brazil,42,Male,Laptop,1 Month
Standard,13,11-07-2022,03-07-2023,Mexico,40,Male,Laptop,1 Month
Premium,12,06-07-2022,04-07-2023,Spain,48,Female,Smartphone,1 Month
Basic,13,01-07-2022,03-07-2023,Italy,28,Male,Smart TV,1 Month
Premium,15,02-07-2022,01-07-2023,Spain,40,Male,Smart TV,1 Month
Basic,15,30-06-2022,03-07-2023,Spain,33,Female,Tablet,1 Month
Standard,12,30-06-2022,03-07-2023,United States,33,Male,Smartphone,1 Month
Standard,15,30-06-2022,03-07-2023,Canada,47,Female,Smartphone,1 Month
Basic,13,30-06-2022,01-07-2023,United States,50,Female,Smart TV,1 Month
Premium,15,29-06-2022,03-07-2023,United States,38,Male,Smartphone,1 Month
Basic,15,27-06-2022,04-07-2023,Canada,36,Female,Tablet,1 Month
Standard,15,26-06-2022,03-07-2023,United Kingdom,38,Female,Tablet,1 Month
Premium,12,24-06-2022,01-07-2023,Australia,49,Male,Smartphone,1 Month
Basic,12,25-06-2022,03-07-2023,Germany,40,Female,Smart TV,1 Month
Premium,13,24-06-2022,03-07-2023,France,51,Male,Tablet,1 Month
Basic,11,22-06-2022,03-07-2023,Brazil,42,Female,Smartphone,1 Month
Standard,13,23-06-2022,03-07-2023,Mexico,41,Female,Smartphone,1 Month
Standard,12,25-06-2022,03-07-2023,Spain,48,Female,Smartphone,1 Month
Basic,13,29-06-2022,03-07-2023,Italy,39,Female,Tablet,1 Month
Premium,15,01-07-2022,02-07-2023,Spain,35,Female,Tablet,1 Month
Basic,11,05-07-2022,02-07-2023,Spain,32,Female,Tablet,1 Month
Standard,12,12-07-2022,04-07-2023,United States,28,Female,Smartphone,1 Month
Premium,11,16-07-2022,02-07-2023,Canada,27,Male,Laptop,1 Month
Basic,11,20-07-2022,04-07-2023,United States,30,Female,Laptop,1 Month
Premium,14,28-07-2022,02-07-2023,United States,47,Female,Laptop,1 Month
Basic,14,31-07-2022,05-07-2023,Canada,49,Female,Tablet,1 Month
Standard,14,14-08-2022,02-07-2023,United Kingdom,43,Female,Smartphone,1 Month
Standard,12,16-08-2022,04-07-2023,Australia,42,Male,Tablet,1 Month
Basic,14,18-08-2022,03-07-2023,Germany,29,Female,Smartphone,1 Month
Premium,15,27-08-2022,05-07-2023,France,35,Female,Smartphone,1 Month
Basic,13,01-09-2022,02-07-2023,Brazil,41,Female,Smartphone,1 Month
Standard,13,03-09-2022,05-07-2023,Mexico,47,Female,Smart TV,1 Month
Premium,14,07-09-2022,03-07-2023,Spain,28,Female,Smart TV,1 Month
Basic,10,08-09-2022,04-07-2023,Italy,44,Female,Smartphone,1 Month
Premium,10,14-09-2022,03-07-2023,Spain,28,Female,Tablet,1 Month
Basic,11,15-09-2022,05-07-2023,Spain,51,Male,Laptop,1 Month
Standard,11,27-09-2022,02-07-2023,United States,48,Male,Laptop,1 Month
Standard,14,30-09-2022,04-07-2023,Canada,49,Female,Tablet,1 Month
Basic,10,02-10-2022,04-07-2023,United States,50,Male,Smart TV,1 Month
Premium,13,03-10-2022,05-07-2023,United States,43,Male,Laptop,1 Month
Basic,14,05-10-2022,01-07-2023,Canada,32,Male,Smart TV,1 Month
Standard,15,10-10-2022,03-07-2023,United Kingdom,42,Female,Tablet,1 Month
Premium,13,11-10-2022,03-07-2023,Australia,41,Female,Laptop,1 Month
Basic,11,13-10-2022,04-07-2023,Germany,31,Male,Laptop,1 Month
Premium,11,14-10-2022,02-07-2023,France,37,Female,Smart TV,1 Month
Basic,12,16-10-2022,03-07-2023,Brazil,46,Male,Smart TV,1 Month
Standard,14,18-10-2022,03-07-2023,Mexico,30,Female,Tablet,1 Month
Standard,11,22-10-2022,05-07-2023,Spain,30,Female,Smart TV,1 Month
Basic,10,24-10-2022,03-07-2023,Italy,34,Female,Tablet,1 Month
Premium,15,25-10-2022,04-07-2023,Spain,47,Female,Laptop,1 Month
Basic,14,29-10-2022,03-07-2023,Spain,41,Male,Tablet,1 Month
Standard,13,02-11-2022,04-07-2023,United States,42,Female,Laptop,1 Month
Premium,12,03-11-2022,05-07-2023,Canada,48,Female,Smartphone,1 Month
Basic,11,04-11-2022,06-07-2023,United States,30,Female,Smart TV,1 Month
Basic,13,05-11-2022,03-07-2023,United States,51,Male,Smartphone,1 Month
Basic,13,05-11-2022,04-07-2023,Canada,27,Male,Smartphone,1 Month
Standard,13,31-10-2022,04-07-2023,United Kingdom,38,Male,Tablet,1 Month
Premium,12,27-10-2022,05-07-2023,Australia,29,Female,Smart TV,1 Month
Basic,11,25-10-2022,03-07-2023,Germany,40,Female,Smartphone,1 Month
Basic,12,26-10-2022,04-07-2023,France,31,Female,Laptop,1 Month
Premium,11,30-09-2022,04-07-2023,Brazil,30,Male,Smartphone,1 Month
Standard,13,27-09-2022,05-07-2023,Mexico,44,Male,Laptop,1 Month
Standard,14,12-09-2022,03-07-2023,Spain,34,Female,Tablet,1 Month
Basic,14,25-08-2022,04-07-2023,Italy,28,Female,Laptop,1 Month
Premium,13,25-08-2022,04-07-2023,Spain,41,Female,Laptop,1 Month
Standard,12,22-08-2022,05-07-2023,Spain,43,Male,Tablet,1 Month
Basic,10,17-08-2022,02-07-2023,United States,33,Male,Laptop,1 Month
Standard,12,09-08-2022,03-07-2023,Canada,32,Female,Tablet,1 Month
Premium,10,06-08-2022,04-07-2023,United States,39,Male,Smart TV,1 Month
Basic,15,17-07-2022,04-07-2023,United States,37,Male,Laptop,1 Month
Premium,11,12-07-2022,02-07-2023,Canada,46,Male,Tablet,1 Month
Standard,11,12-07-2022,03-07-2023,United Kingdom,39,Male,Smartphone,1 Month
Basic,12,02-07-2022,04-07-2023,Australia,46,Female,Tablet,1 Month
Standard,13,02-07-2022,03-07-2023,Germany,43,Male,Laptop,1 Month
Premium,10,30-06-2022,02-07-2023,France,32,Female,Laptop,1 Month
Basic,12,30-06-2022,04-07-2023,Brazil,30,Female,Smart TV,1 Month
Standard,11,01-07-2022,04-07-2023,Mexico,40,Female,Tablet,1 Month
Premium,11,30-06-2022,04-07-2023,Spain,51,Female,Smartphone,1 Month
Basic,10,29-06-2022,02-07-2023,Italy,40,Female,Smartphone,1 Month
Premium,12,30-06-2022,03-07-2023,Spain,28,Male,Smart TV,1 Month
Basic,14,29-06-2022,04-07-2023,Spain,51,Female,Smartphone,1 Month
Standard,14,26-06-2022,03-07-2023,United States,27,Male,Laptop,1 Month
Standard,14,27-06-2022,01-07-2023,Canada,35,Male,Smart TV,1 Month
Basic,11,24-06-2022,03-07-2023,United States,37,Male,Laptop,1 Month
Premium,14,23-06-2022,04-07-2023,United States,51,Male,Smart TV,1 Month
Basic,11,23-06-2022,03-07-2023,Canada,40,Male,Smart TV,1 Month
Standard,14,25-06-2022,03-07-2023,United Kingdom,38,Male,Laptop,1 Month
Premium,11,28-06-2022,03-07-2023,Australia,48,Female,Laptop,1 Month
Basic,11,01-07-2022,03-07-2023,Germany,49,Male,Smartphone,1 Month
Premium,15,02-07-2022,05-07-2023,France,33,Female,Laptop,1 Month
Basic,10,06-07-2022,03-07-2023,Brazil,34,Female,Tablet,1 Month
Standard,15,12-07-2022,06-07-2023,Mexico,39,Male,Tablet,1 Month
Standard,13,17-07-2022,02-07-2023,Spain,37,Female,Tablet,1 Month
Basic,15,23-07-2022,05-07-2023,Italy,44,Male,Laptop,1 Month
Premium,15,29-07-2022,04-07-2023,Spain,35,Male,Tablet,1 Month
Basic,11,06-08-2022,06-07-2023,Spain,31,Female,Laptop,1 Month
Standard,10,09-08-2022,02-07-2023,United States,39,Male,Smart TV,1 Month
Premium,13,14-08-2022,05-07-2023,Canada,38,Male,Tablet,1 Month
Basic,11,20-08-2022,03-07-2023,United States,42,Male,Smartphone,1 Month
Premium,12,28-08-2022,05-07-2023,United States,48,Female,Tablet,1 Month
Basic,11,02-09-2022,03-07-2023,Canada,31,Male,Tablet,1 Month
Standard,11,04-09-2022,05-07-2023,United Kingdom,42,Male,Smartphone,1 Month
Standard,14,06-09-2022,03-07-2023,Australia,35,Male,Smartphone,1 Month
Basic,10,14-09-2022,05-07-2023,Germany,39,Male,Laptop,1 Month
Premium,13,15-09-2022,04-07-2023,France,50,Female,Tablet,1 Month
Basic,11,16-09-2022,06-07-2023,Brazil,40,Male,Smartphone,1 Month
Standard,10,28-09-2022,02-07-2023,Mexico,29,Male,Smartphone,1 Month
Premium,10,02-10-2022,04-07-2023,Spain,48,Female,Smart TV,1 Month
Basic,15,03-10-2022,04-07-2023,Italy,34,Male,Smartphone,1 Month
Premium,10,05-10-2022,05-07-2023,Spain,48,Male,Smartphone,1 Month
Basic,12,07-10-2022,02-07-2023,Spain,48,Male,Laptop,1 Month
Standard,12,09-10-2022,04-07-2023,United States,35,Female,Tablet,1 Month
Standard,11,11-10-2022,04-07-2023,Canada,29,Male,Laptop,1 Month
Basic,14,13-10-2022,05-07-2023,United States,47,Female,Smart TV,1 Month
Premium,12,15-10-2022,02-07-2023,United States,36,Male,Smartphone,1 Month
Basic,12,17-10-2022,04-07-2023,Canada,40,Female,Smartphone,1 Month
Standard,14,21-10-2022,04-07-2023,United Kingdom,51,Male,Tablet,1 Month
Premium,12,23-10-2022,05-07-2023,Australia,37,Male,Smart TV,1 Month
Basic,12,24-10-2022,06-07-2023,Germany,36,Male,Tablet,1 Month
Premium,12,28-10-2022,04-07-2023,France,45,Male,Tablet,1 Month
Basic,11,31-10-2022,04-07-2023,Brazil,31,Female,Tablet,1 Month
Standard,14,03-11-2022,04-07-2023,Mexico,45,Female,Laptop,1 Month
Standard,11,04-11-2022,05-07-2023,Spain,30,Male,Laptop,1 Month
Basic,14,05-11-2022,06-07-2023,Italy,40,Female,Smartphone,1 Month
Premium,14,06-11-2022,04-07-2023,Spain,44,Female,Smart TV,1 Month
Basic,12,01-11-2022,05-07-2023,Spain,36,Female,Laptop,1 Month
Standard,10,01-11-2022,05-07-2023,United States,36,Male,Tablet,1 Month
Premium,11,29-10-2022,05-07-2023,Canada,32,Female,Smartphone,1 Month
Basic,10,27-10-2022,03-07-2023,United States,46,Male,Smart TV,1 Month
Basic,12,16-10-2022,04-07-2023,United States,39,Female,Smart TV,1 Month
Basic,13,14-10-2022,04-07-2023,Canada,30,Male,Smart TV,1 Month
Standard,13,14-09-2022,05-07-2023,United Kingdom,34,Male,Laptop,1 Month
Premium,14,03-09-2022,03-07-2023,Australia,28,Male,Laptop,1 Month
Basic,13,27-08-2022,04-07-2023,Germany,39,Female,Smartphone,1 Month
Basic,12,27-08-2022,05-07-2023,France,34,Female,Laptop,1 Month
Premium,13,21-08-2022,05-07-2023,Brazil,42,Male,Laptop,1 Month
Standard,13,13-08-2022,02-07-2023,Mexico,29,Female,Tablet,1 Month
Standard,13,12-08-2022,04-07-2023,Spain,29,Male,Tablet,1 Month
Basic,12,24-07-2022,04-07-2023,Italy,30,Male,Tablet,1 Month
Premium,11,24-07-2022,04-07-2023,Spain,51,Male,Smartphone,1 Month
Standard,11,12-07-2022,02-07-2023,Spain,51,Male,Smart TV,1 Month
Basic,13,09-07-2022,04-07-2023,United States,44,Male,Tablet,1 Month
Standard,13,09-07-2022,05-07-2023,Canada,35,Male,Laptop,1 Month
Premium,10,10-07-2022,04-07-2023,United States,39,Male,Smart TV,1 Month
Basic,12,02-07-2022,02-07-2023,United States,41,Female,Laptop,1 Month
Premium,13,02-07-2022,04-07-2023,Canada,44,Female,Laptop,1 Month
Standard,11,01-07-2022,05-07-2023,United Kingdom,29,Male,Laptop,1 Month
Basic,14,01-07-2022,04-07-2023,Australia,47,Male,Tablet,1 Month
Standard,10,30-06-2022,02-07-2023,Germany,28,Female,Smartphone,1 Month
Premium,15,29-06-2022,04-07-2023,France,45,Male,Laptop,1 Month
Basic,11,26-06-2022,04-07-2023,Brazil,28,Female,Smartphone,1 Month
Standard,14,27-06-2022,03-07-2023,Mexico,31,Female,Laptop,1 Month
Premium,13,25-06-2022,03-07-2023,Spain,47,Female,Laptop,1 Month
Basic,13,23-06-2022,04-07-2023,Italy,42,Female,Tablet,1 Month
Premium,14,24-06-2022,04-07-2023,Spain,34,Female,Laptop,1 Month
Basic,12,25-06-2022,05-07-2023,Spain,40,Female,Laptop,1 Month
Standard,13,26-06-2022,04-07-2023,United States,42,Female,Laptop,1 Month
Standard,14,27-06-2022,07-07-2023,Canada,33,Male,Smart TV,1 Month
Basic,12,30-06-2022,03-07-2023,United States,30,Male,Laptop,1 Month
Premium,14,03-07-2022,05-07-2023,United States,29,Male,Tablet,1 Month
Basic,13,09-07-2022,04-07-2023,Canada,31,Male,Smart TV,1 Month
Standard,14,17-07-2022,06-07-2023,United Kingdom,46,Female,Smart TV,1 Month
Premium,11,22-07-2022,03-07-2023,Australia,46,Female,Smartphone,1 Month
Basic,11,28-07-2022,05-07-2023,Germany,47,Male,Laptop,1 Month
Premium,12,04-08-2022,04-07-2023,France,48,Female,Smart TV,1 Month
Basic,13,08-08-2022,06-07-2023,Brazil,32,Female,Smart TV,1 Month
Standard,13,13-08-2022,04-07-2023,Mexico,51,Female,Tablet,1 Month
Standard,13,17-08-2022,05-07-2023,Spain,33,Male,Smart TV,1 Month
Basic,15,20-08-2022,04-07-2023,Italy,43,Male,Smartphone,1 Month
Premium,14,28-08-2022,06-07-2023,Spain,43,Female,Smart TV,1 Month
Basic,13,29-08-2022,04-07-2023,Spain,42,Male,Smart TV,1 Month
Standard,15,03-09-2022,05-07-2023,United States,30,Male,Smartphone,1 Month
Premium,13,10-09-2022,03-07-2023,Canada,50,Male,Smartphone,1 Month
Basic,11,13-09-2022,05-07-2023,United States,51,Female,Laptop,1 Month
Premium,14,15-09-2022,04-07-2023,United States,36,Female,Tablet,1 Month
Basic,13,25-09-2022,06-07-2023,Canada,41,Female,Tablet,1 Month
Standard,10,01-10-2022,03-07-2023,United Kingdom,37,Male,Smart TV,1 Month
Standard,11,02-10-2022,04-07-2023,Australia,30,Female,Tablet,1 Month
Basic,11,05-10-2022,04-07-2023,Germany,50,Female,Tablet,1 Month
Premium,14,06-10-2022,05-07-2023,France,41,Female,Smart TV,1 Month
Basic,14,07-10-2022,03-07-2023,Brazil,29,Female,Laptop,1 Month
Standard,12,10-10-2022,04-07-2023,Mexico,43,Male,Smart TV,1 Month
Premium,12,12-10-2022,04-07-2023,Spain,31,Female,Smart TV,1 Month
Basic,14,15-10-2022,06-07-2023,Italy,40,Male,Laptop,1 Month
Premium,12,17-10-2022,05-07-2023,Spain,35,Female,Smart TV,1 Month
Basic,13,21-10-2022,04-07-2023,Spain,39,Female,Laptop,1 Month
Standard,14,23-10-2022,05-07-2023,United States,48,Male,Laptop,1 Month
Standard,14,24-10-2022,05-07-2023,Canada,42,Female,Tablet,1 Month
Basic,11,27-10-2022,06-07-2023,United States,48,Female,Smart TV,1 Month
Premium,10,30-10-2022,07-07-2023,United States,33,Female,Smart TV,1 Month
Basic,14,31-10-2022,04-07-2023,Canada,45,Female,Smart TV,1 Month
Standard,14,03-11-2022,04-07-2023,United Kingdom,40,Female,Smart TV,1 Month
